url,blue_team,blue_result,red_team,red_result,first_pick_side,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_ban_groups,red_ban_groups,blue_pick_groups,red_pick_groups
https://gol.gg/game/stats/82383/page-game/,KT Rolster,WIN,Dplus KIA,LOSS,RED,Cassiopeia,Vi,Lee Sin,Lucian,Lulu,Nocturne,Poppy,Ryze,Karma,Seraphine,Ezreal,Jarvan IV,Trundle,Syndra,Nautilus,Orianna,Xin Zhao,Olaf,Caitlyn,Bard,"[[""Cassiopeia"", ""Vi"", ""Lee Sin""], [""Lucian"", ""Lulu""]]","[[""Nocturne"", ""Poppy"", ""Ryze""], [""Karma"", ""Seraphine""]]","[[""Ezreal"", ""Jarvan IV""], [""Trundle"", ""Syndra""], [""Nautilus""]]","[[""Orianna""], [""Xin Zhao"", ""Olaf""], [""Caitlyn"", ""Bard""]]"
