game_id,series_id,game_number,date,patch,champion,current_action,current_side,team,picks_before,bans_before,presence_before,pick_rate_before,ban_rate_before,presence_rate_before,pick_win_rate_before,patch_picks_before,patch_bans_before,patch_pick_win_rate_before,patch_presence_rate_before,team_champion_games_before,team_champion_win_rate_before,picked_side_won
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Nautilus,BAN,BLUE,,0,2,2,0.0,0.5,0.5,,0,2,,0.5,,,
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Qiyana,BAN,RED,,0,1,1,0.0,0.25,0.25,,0,1,,0.25,,,
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Malphite,BAN,RED,,1,1,2,0.25,0.25,0.5,0.0,1,1,0.0,0.5,,,
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Akali,BAN,RED,,0,1,1,0.0,0.25,0.25,,0,1,,0.25,,,
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Lucian,BAN,RED,,1,1,2,0.25,0.25,0.5,1.0,1,1,1.0,0.5,,,
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Kalista,BAN,RED,,0,0,0,0.0,0.0,0.0,,0,0,,0.0,,,
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Rumble,PICK,BLUE,Dplus Kia,1,1,2,0.25,0.25,0.5,1.0,1,1,1.0,0.5,0.0,,1.0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Pantheon,PICK,BLUE,Dplus Kia,1,0,1,0.25,0.0,0.25,1.0,1,0,1.0,0.25,0.0,,1.0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,LeBlanc,PICK,BLUE,Dplus Kia,0,0,0,0.0,0.0,0.0,,0,0,,0.0,0.0,,1.0
LOLTMNT03_336084,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,2,2026-01-14 12:11:18+00:00,16.01,Bard,PICK,BLUE,Dplus Kia,0,1,1,0.0,0.25,0.25,,0,1,,0.25,0.0,,1.0
