phase,side,action,champion,order,game_id,series_id,game_number,date,patch,blue_team,red_team,first_pick_side,fearless_unavailable,blue_win_rate_before,red_win_rate_before,blue_side_win_rate_before,red_side_win_rate_before,blue_patch_win_rate_before,red_patch_win_rate_before,blue_h2h_win_rate_before,red_h2h_win_rate_before,winner_side,winner_team,acting_side_won
PICK_PHASE_1,RED,PICK,Dr. Mundo,9,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,1
PICK_PHASE_1,BLUE,PICK,Jinx,10,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Lulu,11,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,0
PICK_PHASE_1,RED,PICK,Blitzcrank,12,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,1
BAN_PHASE_2,RED,BAN,Akali,13,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,1
BAN_PHASE_2,BLUE,BAN,Zoe,14,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,0
BAN_PHASE_2,RED,BAN,Kennen,15,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,1
BAN_PHASE_2,BLUE,BAN,Jax,16,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,0
PICK_PHASE_2,RED,PICK,Zaahen,17,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,1
PICK_PHASE_2,BLUE,PICK,Yone,18,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,K'Sante,19,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,0
PICK_PHASE_2,RED,PICK,Ahri,20,LOLTMNT01_331640,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,3,2026-01-30 09:57:18+00:00,16.02,Nongshim RedForce,KT Rolster,BLUE,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma""]",0.5,0.3333333333333333,0.5,0.25,1.0,0.0,1.0,0.0,RED,KT Rolster,1
BAN_PHASE_1,RED,BAN,Nocturne,1,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Rumble,2,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Aurora,3,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Jayce,4,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Leona,5,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Varus,6,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
PICK_PHASE_1,RED,PICK,Jarvan IV,7,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Lucian,8,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
PICK_PHASE_1,BLUE,PICK,Akali,9,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
PICK_PHASE_1,RED,PICK,Caitlyn,10,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
PICK_PHASE_1,RED,PICK,Galio,11,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Braum,12,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
BAN_PHASE_2,BLUE,BAN,Bard,13,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
BAN_PHASE_2,RED,BAN,Trundle,14,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
BAN_PHASE_2,BLUE,BAN,Elise,15,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
BAN_PHASE_2,RED,BAN,Gwen,16,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,Jax,17,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
PICK_PHASE_2,RED,PICK,Tahm Kench,18,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
PICK_PHASE_2,RED,PICK,Gragas,19,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,Rek'Sai,20,LOLTMNT01_331650,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,4,2026-01-30 10:47:33+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri""]",0.38461538461538464,0.46153846153846156,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Alistar,1,LOLTMNT01_332727,LCK_20260130_KT_Rolster_vs_Nongshim_RedForce_S1,5,2026-01-30 11:49:42+00:00,16.02,KT Rolster,Nongshim RedForce,RED,"[""Taliyah"", ""Yunara"", ""Vi"", ""Pantheon"", ""Ambessa"", ""Ryze"", ""Corki"", ""Neeko"", ""Nautilus"", ""Aatrox"", ""Xin Zhao"", ""Azir"", ""Orianna"", ""Wukong"", ""Gnar"", ""Renekton"", ""Kalista"", ""Ezreal"", ""Renata Glasc"", ""Karma"", ""Malphite"", ""Aphelios"", ""Jinx"", ""Dr. Mundo"", ""Lulu"", ""Blitzcrank"", ""Yone"", ""Zaahen"", ""K'Sante"", ""Ahri"", ""Lucian"", ""Jarvan IV"", ""Akali"", ""Caitlyn"", ""Braum"", ""Galio"", ""Jax"", ""Tahm Kench"", ""Rek'Sai"", ""Gragas""]",0.42857142857142855,0.42857142857142855,0.6,0.4444444444444444,0.5,0.5,0.5,0.5,RED,Nongshim RedForce,1
