game_id,series_id,game_number,date,patch,blue_team,red_team,first_pick_side,blue_series_wins_before,red_series_wins_before,series_games_before,step,current_phase,draft_state,fearless_unavailable,fearless_unavailable_count,blue_win_rate_before,red_win_rate_before,blue_last5_win_rate_before,red_last5_win_rate_before,blue_last10_win_rate_before,red_last10_win_rate_before,blue_side_win_rate_before,red_side_win_rate_before,blue_patch_win_rate_before,red_patch_win_rate_before,blue_h2h_win_rate_before,red_h2h_win_rate_before,next_side,next_action,target_champion,winner_side,winner_team,next_side_eventually_won
LOLTMNT02_356881,LCK_20260222_Dplus_Kia_vs_T1_S2,3,2026-02-22 10:01:38+00:00,16.03,T1,Dplus Kia,RED,2,0,2,19,PICK_PHASE_2,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Varus""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Nautilus""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Dr. Mundo""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Ambessa""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Aphelios""}, {""order"": 9, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Lulu""}, {""order"": 10, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Lucian""}, {""order"": 11, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Nami""}, {""order"": 12, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Renekton""}, {""order"": 13, ""phase"": ""BAN_PHASE_2"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 14, ""phase"": ""BAN_PHASE_2"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Wukong""}, {""order"": 15, ""phase"": ""BAN_PHASE_2"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Gnar""}, {""order"": 16, ""phase"": ""BAN_PHASE_2"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sejuani""}, {""order"": 17, ""phase"": ""PICK_PHASE_2"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Twisted Fate""}, {""order"": 18, ""phase"": ""PICK_PHASE_2"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Ahri""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma""]",20,0.7,0.5172413793103449,0.6,0.4,0.7,0.4,0.6,0.3333333333333333,0.5,0.4666666666666667,1.0,0.0,RED,PICK,Olaf,RED,Dplus Kia,1
LOLTMNT02_356881,LCK_20260222_Dplus_Kia_vs_T1_S2,3,2026-02-22 10:01:38+00:00,16.03,T1,Dplus Kia,RED,2,0,2,20,PICK_PHASE_2,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Varus""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Nautilus""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Dr. Mundo""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Ambessa""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Aphelios""}, {""order"": 9, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Lulu""}, {""order"": 10, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Lucian""}, {""order"": 11, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Nami""}, {""order"": 12, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Renekton""}, {""order"": 13, ""phase"": ""BAN_PHASE_2"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 14, ""phase"": ""BAN_PHASE_2"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Wukong""}, {""order"": 15, ""phase"": ""BAN_PHASE_2"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Gnar""}, {""order"": 16, ""phase"": ""BAN_PHASE_2"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sejuani""}, {""order"": 17, ""phase"": ""PICK_PHASE_2"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Twisted Fate""}, {""order"": 18, ""phase"": ""PICK_PHASE_2"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Ahri""}, {""order"": 19, ""phase"": ""PICK_PHASE_2"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Olaf""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma""]",20,0.7,0.5172413793103449,0.6,0.4,0.7,0.4,0.6,0.3333333333333333,0.5,0.4666666666666667,1.0,0.0,BLUE,PICK,Kha'Zix,RED,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,1,BAN_PHASE_1,[],"[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,RED,BAN,Vi,BLUE,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,2,BAN_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,BLUE,BAN,Bard,BLUE,Dplus Kia,1
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,3,BAN_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,RED,BAN,Ziggs,BLUE,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,4,BAN_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,BLUE,BAN,Nocturne,BLUE,Dplus Kia,1
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,5,BAN_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,RED,BAN,Zoe,BLUE,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,6,BAN_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,BLUE,BAN,Aurora,BLUE,Dplus Kia,1
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,7,PICK_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,RED,PICK,Varus,BLUE,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,8,PICK_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Varus""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,BLUE,PICK,Wukong,BLUE,Dplus Kia,1
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,9,PICK_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Varus""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Wukong""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,BLUE,PICK,Sivir,BLUE,Dplus Kia,1
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,10,PICK_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Varus""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Wukong""}, {""order"": 9, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Sivir""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,RED,PICK,Zaahen,BLUE,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,11,PICK_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Varus""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Wukong""}, {""order"": 9, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Sivir""}, {""order"": 10, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Zaahen""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,RED,PICK,Galio,BLUE,Dplus Kia,0
LOLTMNT02_355917,LCK_20260222_Dplus_Kia_vs_T1_S2,4,2026-02-22 11:04:59+00:00,16.03,Dplus Kia,T1,RED,1,2,3,12,PICK_PHASE_1,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Bard""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Ziggs""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Nocturne""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Zoe""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Aurora""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Varus""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Wukong""}, {""order"": 9, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Sivir""}, {""order"": 10, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Zaahen""}, {""order"": 11, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Galio""}]","[""Orianna"", ""Rumble"", ""Jarvan IV"", ""Azir"", ""K'Sante"", ""Xin Zhao"", ""Ashe"", ""Zeri"", ""Seraphine"", ""Yuumi"", ""Ryze"", ""Pantheon"", ""Lee Sin"", ""Jayce"", ""Sion"", ""Taliyah"", ""Ezreal"", ""Yunara"", ""Blitzcrank"", ""Karma"", ""Aphelios"", ""Ambessa"", ""Lulu"", ""Lucian"", ""Renekton"", ""Nami"", ""Twisted Fate"", ""Ahri"", ""Kha'Zix"", ""Olaf""]",30,0.5333333333333333,0.6666666666666666,0.4,0.4,0.5,0.6,0.5652173913043478,0.8,0.5,0.42857142857142855,0.16666666666666666,0.8333333333333334,BLUE,PICK,Gnar,BLUE,Dplus Kia,1
