game_id,date,league,year,game_number,split,playoffs,patch,datacompleteness,source_url,blue_team,blue_team_id,red_team,red_team_id,blue_result,red_result,winner_side,winner_team,first_pick_side,blue_ban1,red_ban1,blue_pick1,red_pick1,blue_ban2,red_ban2,blue_pick2,red_pick2,blue_ban3,red_ban3,blue_pick3,red_pick3,blue_ban4,red_ban4,blue_pick4,red_pick4,blue_ban5,red_ban5,blue_pick5,red_pick5,blue_gamelength,red_gamelength,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_firstblood,red_firstblood,blue_firstdragon,red_firstdragon,blue_dragons,red_dragons,blue_heralds,red_heralds,blue_void_grubs,red_void_grubs,blue_firstbaron,red_firstbaron,blue_barons,red_barons,blue_firsttower,red_firsttower,blue_towers,red_towers,blue_inhibitors,red_inhibitors,blue_damagetochampions,red_damagetochampions,blue_wardsplaced,red_wardsplaced,blue_wardskilled,red_wardskilled,blue_visionscore,red_visionscore,blue_totalgold,red_totalgold,blue_earnedgold,red_earnedgold,blue_goldspent,red_goldspent,blue_golddiffat10,red_golddiffat10,blue_golddiffat15,red_golddiffat15,blue_golddiffat20,red_golddiffat20,blue_xpdiffat10,red_xpdiffat10,blue_xpdiffat15,red_xpdiffat15,blue_xpdiffat20,red_xpdiffat20,blue_csdiffat10,red_csdiffat10,blue_csdiffat15,red_csdiffat15,blue_csdiffat20,red_csdiffat20,team_pair,series_id,blue_series_wins_before,red_series_wins_before,series_games_before,fearless_unavailable_before_game,fearless_unavailable_count,fearless_repeat_detected,blue_games_before,blue_wins_before,blue_win_rate_before,blue_side_games_before,blue_side_win_rate_before,blue_patch_games_before,blue_patch_win_rate_before,red_games_before,red_wins_before,red_win_rate_before,red_side_games_before,red_side_win_rate_before,red_patch_games_before,red_patch_win_rate_before,blue_h2h_games_before,blue_h2h_win_rate_before,red_h2h_games_before,red_h2h_win_rate_before
LOLTMNT03_337058,2026-01-14 08:13:43+00:00,LCK,2026,1,Cup,0,16.01,complete,,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,0,BLUE,DN SOOPers,RED,Jayce,Neeko,Rumble,Malphite,Azir,Vi,Wukong,Yunara,Orianna,Sylas,Ahri,Taliyah,Ambessa,Rakan,Corki,Alistar,Nautilus,Aphelios,Pantheon,K'Sante,1888,1888,19,8,8,19,42,20,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,80188,55927,119,122,69,53,351,314,65894,56912,45258,36276,58051,55325,1979.0,-1979.0,513.0,-513.0,4410.0,-4410.0,1580.0,-1580.0,1888.0,-1888.0,6065.0,-6065.0,47.0,-47.0,57.0,-57.0,85.0,-85.0,oe:team:b3c72a20aa56f5d28022ac04a7dc294|oe:team:d723992568441c6bafa2658129eade7,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,0,0,0,[],0,False,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
LOLTMNT03_337069,2026-01-14 09:06:16+00:00,LCK,2026,2,Cup,0,16.01,complete,,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0,1,RED,KT Rolster,RED,Jayce,Neeko,Ashe,Ryze,Azir,Vi,Dr. Mundo,Lucian,Orianna,Cassiopeia,Viktor,Braum,Jarvan IV,Renata Glasc,Soraka,Renekton,Nocturne,Lulu,Sion,Sylas,1650,1650,0,14,14,0,0,36,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,66884,73004,97,96,44,44,256,261,44413,62572,26205,44364,42535,53395,-45.0,45.0,-1719.0,1719.0,-4792.0,4792.0,500.0,-500.0,-456.0,456.0,-2125.0,2125.0,27.0,-27.0,-4.0,4.0,-44.0,44.0,oe:team:b3c72a20aa56f5d28022ac04a7dc294|oe:team:d723992568441c6bafa2658129eade7,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,1,0,1,"[""Rumble"", ""Malphite"", ""Wukong"", ""Yunara"", ""Ahri"", ""Taliyah"", ""Corki"", ""Alistar"", ""Pantheon"", ""K'Sante""]",10,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT03_337081,2026-01-14 09:54:54+00:00,LCK,2026,3,Cup,0,16.01,complete,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,0,BLUE,KT Rolster,RED,Vi,Poppy,Aphelios,Ambessa,Neeko,Jayce,Jarvan IV,Nocturne,Orianna,Azir,Thresh,Ziggs,Nautilus,Akali,Rek'Sai,Aurora,Leona,Mel,Zoe,Rell,2197,2197,17,14,14,17,41,36,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,,,0.0,0.0,1.0,0.0,7.0,3.0,1.0,0.0,90176,108874,128,160,89,57,423,370,72930,67984,49143,44197,65750,66830,2301.0,-2301.0,563.0,-563.0,1068.0,-1068.0,547.0,-547.0,-717.0,717.0,-1803.0,1803.0,21.0,-21.0,28.0,-28.0,23.0,-23.0,oe:team:b3c72a20aa56f5d28022ac04a7dc294|oe:team:d723992568441c6bafa2658129eade7,LCK_20260114_DN_SOOPers_vs_KT_Rolster_S1,1,1,2,"[""Rumble"", ""Malphite"", ""Wukong"", ""Yunara"", ""Ahri"", ""Taliyah"", ""Corki"", ""Alistar"", ""Pantheon"", ""K'Sante"", ""Ashe"", ""Ryze"", ""Dr. Mundo"", ""Lucian"", ""Viktor"", ""Braum"", ""Soraka"", ""Renekton"", ""Sion"", ""Sylas""]",20,False,2.0,1.0,0.5,0.0,,2.0,0.5,2.0,1.0,0.5,0.0,,2.0,0.5,2.0,0.5,2.0,0.5
LOLTMNT03_337109,2026-01-14 11:22:18+00:00,LCK,2026,1,Cup,0,16.01,complete,,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1,0,BLUE,Dplus Kia,RED,Azir,Qiyana,Jarvan IV,Neeko,Jayce,Malphite,Ryze,Xin Zhao,Orianna,Rumble,Ambessa,Taliyah,Renekton,Bard,Karma,Yunara,Kai'Sa,Lucian,Ezreal,Rek'Sai,1699,1699,22,7,7,22,47,17,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,102542,60005,101,106,47,40,278,240,64874,49631,46166,30923,58703,48365,2220.0,-2220.0,4255.0,-4255.0,7853.0,-7853.0,1425.0,-1425.0,3108.0,-3108.0,5198.0,-5198.0,30.0,-30.0,63.0,-63.0,94.0,-94.0,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4|oe:team:ef69efa6acebe94107f0cf1ba716806,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,0,0,0,[],0,False,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
LOLTMNT03_336084,2026-01-14 12:11:18+00:00,LCK,2026,2,Cup,0,16.01,complete,,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1,0,BLUE,Dplus Kia,RED,Azir,Qiyana,Rumble,Orianna,Jayce,Malphite,Pantheon,Nocturne,Vi,Akali,LeBlanc,K'Sante,Rakan,Lucian,Bard,Jhin,Nautilus,Kalista,Sivir,Elise,1530,1530,27,7,7,27,52,13,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,91699,69796,91,92,41,29,260,230,59059,42928,42075,25944,51930,41085,2280.0,-2280.0,5437.0,-5437.0,7105.0,-7105.0,2045.0,-2045.0,5109.0,-5109.0,5036.0,-5036.0,31.0,-31.0,69.0,-69.0,77.0,-77.0,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4|oe:team:ef69efa6acebe94107f0cf1ba716806,LCK_20260114_Dplus_Kia_vs_HANJIN_BRION_S1,1,0,1,"[""Jarvan IV"", ""Neeko"", ""Ryze"", ""Xin Zhao"", ""Ambessa"", ""Taliyah"", ""Karma"", ""Yunara"", ""Ezreal"", ""Rek'Sai""]",10,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT03_336244,2026-01-15 08:05:23+00:00,LCK,2026,1,Cup,0,16.01,complete,,Kiwoom DRX,oe:team:1d0389df0c5eea93b04122ba167c010,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,1,RED,Gen.G,RED,Rumble,Neeko,Yunara,Azir,Jayce,Malphite,Xin Zhao,Pantheon,Poppy,Varus,Orianna,Corki,K'Sante,Lulu,Alistar,Renekton,Sion,Bard,Kennen,Nami,1782,1782,7,16,16,7,14,35,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,8.0,0.0,1.0,71844,85611,98,103,38,53,271,312,52005,60101,32451,40547,49650,52438,953.0,-953.0,368.0,-368.0,-4653.0,4653.0,1116.0,-1116.0,498.0,-498.0,-4072.0,4072.0,10.0,-10.0,13.0,-13.0,-28.0,28.0,oe:team:1d0389df0c5eea93b04122ba167c010|oe:team:50f58982d91a36557ec8aec52ab014f,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,0,0,0,[],0,False,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
LOLTMNT03_336246,2026-01-15 08:56:47+00:00,LCK,2026,2,Cup,0,16.01,complete,,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Kiwoom DRX,oe:team:1d0389df0c5eea93b04122ba167c010,1,0,BLUE,Gen.G,BLUE,Neeko,Rumble,Ryze,Cassiopeia,Sylas,Jayce,Ambessa,Jarvan IV,Vi,Malphite,Wukong,Bard,Varus,Nautilus,Ezreal,Sion,Sivir,Rakan,Leona,Jhin,1469,1469,34,5,5,34,54,10,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,104601,58163,93,76,36,23,255,183,57959,39233,41597,22871,52861,36700,1905.0,-1905.0,5562.0,-5562.0,11233.0,-11233.0,368.0,-368.0,3494.0,-3494.0,8471.0,-8471.0,39.0,-39.0,73.0,-73.0,125.0,-125.0,oe:team:1d0389df0c5eea93b04122ba167c010|oe:team:50f58982d91a36557ec8aec52ab014f,LCK_20260115_Gen_G_vs_Kiwoom_DRX_S1,1,0,1,"[""Yunara"", ""Azir"", ""Xin Zhao"", ""Pantheon"", ""Orianna"", ""Corki"", ""Alistar"", ""Renekton"", ""Kennen"", ""Nami""]",10,False,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT03_337298,2026-01-15 10:15:24+00:00,LCK,2026,1,Cup,0,16.01,complete,,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0,1,RED,BNK FEARX,BLUE,Vi,Rumble,Malphite,Yunara,Azir,Orianna,Aphelios,Nautilus,Sylas,Jayce,Taliyah,Ahri,Ambessa,Alistar,Sion,Lulu,Dr. Mundo,Neeko,Karma,Rek'Sai,2070,2070,13,26,26,13,32,67,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,7.0,1.0,1.0,110029,131330,138,127,55,57,357,350,65770,73167,43278,50675,63940,64410,285.0,-285.0,78.0,-78.0,1513.0,-1513.0,651.0,-651.0,1016.0,-1016.0,3005.0,-3005.0,15.0,-15.0,29.0,-29.0,26.0,-26.0,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf|oe:team:5cd2cd09ec94296f605dd13a2924d6c,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,0,0,0,[],0,False,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
LOLTMNT03_337304,2026-01-15 11:14:42+00:00,LCK,2026,2,Cup,0,16.01,complete,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1,0,BLUE,BNK FEARX,RED,Rumble,Vi,Neeko,Orianna,Jayce,Azir,Pantheon,Varus,Jarvan IV,Ambessa,Ezreal,Alistar,Nocturne,LeBlanc,Sylas,Renekton,Xin Zhao,Gnar,Kennen,Wukong,1727,1727,19,11,11,19,33,20,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,113010,69285,120,105,46,50,314,279,61822,50807,42829,31814,52693,50558,2387.0,-2387.0,1286.0,-1286.0,1984.0,-1984.0,1780.0,-1780.0,854.0,-854.0,300.0,-300.0,32.0,-32.0,31.0,-31.0,5.0,-5.0,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf|oe:team:5cd2cd09ec94296f605dd13a2924d6c,LCK_20260115_BNK_FEARX_vs_Nongshim_RedForce_S1,1,0,1,"[""Malphite"", ""Yunara"", ""Aphelios"", ""Nautilus"", ""Taliyah"", ""Ahri"", ""Sion"", ""Lulu"", ""Karma"", ""Rek'Sai""]",10,False,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT03_336495,2026-01-16 08:05:40+00:00,LCK,2026,1,Cup,0,16.01,complete,,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,1,0,BLUE,Dplus Kia,RED,Azir,Qiyana,K'Sante,Rumble,Orianna,Jayce,Ryze,Wukong,Neeko,Cassiopeia,Yunara,Taliyah,Varus,Jarvan IV,Ambessa,Corki,Jhin,Nautilus,Lulu,Nami,1505,1505,17,3,3,17,47,5,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,,,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,64256,54018,75,79,40,26,230,194,53605,42343,36876,25614,41615,40016,-1165.0,1165.0,560.0,-560.0,5756.0,-5756.0,295.0,-295.0,1242.0,-1242.0,5613.0,-5613.0,14.0,-14.0,34.0,-34.0,71.0,-71.0,oe:team:b3c72a20aa56f5d28022ac04a7dc294|oe:team:ef69efa6acebe94107f0cf1ba716806,LCK_20260116_DN_SOOPers_vs_Dplus_Kia_S1,0,0,0,[],0,False,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.3333333333333333,1.0,0.0,3.0,0.3333333333333333,0.0,,0.0,
