series_id,game_id,game_number,year,date,split,playoffs,patch,blue_team,red_team,first_pick_side,step,draft_state,fearless_unavailable,fearless_unavailable_count,next_phase,next_side,next_action,target_champion,winner_side,winner_team,next_side_eventually_won,blue_games_before,blue_wins_before,blue_win_rate_before,red_games_before,red_wins_before,red_win_rate_before,blue_season_games_before,blue_season_wins_before,blue_season_win_rate_before,red_season_games_before,red_season_wins_before,red_season_win_rate_before,blue_last5_games,blue_last5_win_rate,red_last5_games,red_last5_win_rate,blue_last10_games,blue_last10_win_rate,red_last10_games,red_last10_win_rate,blue_side_games_before,blue_side_win_rate_before,red_side_games_before,red_side_win_rate_before,blue_patch_games_before,blue_patch_win_rate_before,red_patch_games_before,red_patch_win_rate_before,blue_h2h_games_before,blue_h2h_win_rate_before,red_h2h_games_before,red_h2h_win_rate_before
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,1,[],[],0,BAN_PHASE_1,RED,BAN,Neeko,BLUE,DN SOOPers,0,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,2,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}]",[],0,BAN_PHASE_1,BLUE,BAN,Jayce,BLUE,DN SOOPers,1,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,3,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}]",[],0,BAN_PHASE_1,RED,BAN,Vi,BLUE,DN SOOPers,0,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,4,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}]",[],0,BAN_PHASE_1,BLUE,BAN,Azir,BLUE,DN SOOPers,1,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,5,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Azir""}]",[],0,BAN_PHASE_1,RED,BAN,Sylas,BLUE,DN SOOPers,0,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,6,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Azir""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sylas""}]",[],0,BAN_PHASE_1,BLUE,BAN,Orianna,BLUE,DN SOOPers,1,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,7,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Azir""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sylas""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Orianna""}]",[],0,PICK_PHASE_1,RED,PICK,Malphite,BLUE,DN SOOPers,0,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,8,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Azir""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sylas""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Orianna""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Malphite""}]",[],0,PICK_PHASE_1,BLUE,PICK,Rumble,BLUE,DN SOOPers,1,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,9,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Azir""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sylas""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Orianna""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Malphite""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Rumble""}]",[],0,PICK_PHASE_1,BLUE,PICK,Wukong,BLUE,DN SOOPers,1,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
2026_20260114_DN_SOOPers_vs_KT_Rolster_S4,LOLTMNT03_337058,1,2026,2026-01-14 08:13:43+00:00,Cup,0,16.01,DN SOOPers,KT Rolster,RED,10,"[{""order"": 1, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Neeko""}, {""order"": 2, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Jayce""}, {""order"": 3, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Vi""}, {""order"": 4, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Azir""}, {""order"": 5, ""phase"": ""BAN_PHASE_1"", ""side"": ""RED"", ""action"": ""BAN"", ""champion"": ""Sylas""}, {""order"": 6, ""phase"": ""BAN_PHASE_1"", ""side"": ""BLUE"", ""action"": ""BAN"", ""champion"": ""Orianna""}, {""order"": 7, ""phase"": ""PICK_PHASE_1"", ""side"": ""RED"", ""action"": ""PICK"", ""champion"": ""Malphite""}, {""order"": 8, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Rumble""}, {""order"": 9, ""phase"": ""PICK_PHASE_1"", ""side"": ""BLUE"", ""action"": ""PICK"", ""champion"": ""Wukong""}]",[],0,PICK_PHASE_1,RED,PICK,Yunara,BLUE,DN SOOPers,0,87.0,21.0,0.2413793103448276,114.0,54.0,0.47368421052631576,0.0,0.0,,0.0,0.0,,5.0,0.2,5.0,0.0,10.0,0.3,10.0,0.2,52.0,0.3076923076923077,55.0,0.5636363636363636,0.0,,0.0,,7.0,0.14285714285714285,7.0,0.8571428571428571
