game_id,year,date,league,game_number,split,playoffs,patch,datacompleteness,source_url,source_series_id,blue_team,blue_team_id,red_team,red_team_id,first_pick_side,blue_result,red_result,winner_side,winner_team,blue_ban1,red_ban1,blue_pick1,red_pick1,blue_ban2,red_ban2,blue_pick2,red_pick2,blue_ban3,red_ban3,blue_pick3,red_pick3,blue_ban4,red_ban4,blue_pick4,red_pick4,blue_ban5,red_ban5,blue_pick5,red_pick5,team_pair,series_id,fearless_unavailable_before_game,fearless_unavailable_count,fearless_repeat_detected,blue_games_before,blue_wins_before,blue_win_rate_before,blue_season_games_before,blue_season_wins_before,blue_season_win_rate_before,blue_last5_games,blue_last5_win_rate,blue_last10_games,blue_last10_win_rate,blue_side_games_before,blue_side_win_rate_before,blue_patch_games_before,blue_patch_win_rate_before,blue_h2h_games_before,blue_h2h_win_rate_before,red_games_before,red_wins_before,red_win_rate_before,red_season_games_before,red_season_wins_before,red_season_win_rate_before,red_last5_games,red_last5_win_rate,red_last10_games,red_last10_win_rate,red_side_games_before,red_side_win_rate_before,red_patch_games_before,red_patch_win_rate_before,red_h2h_games_before,red_h2h_win_rate_before
LOLTMNT02_301617,2025,2025-08-13 08:10:10+00:00,LCK,1,Rounds 3-5,0,15.15,complete,,,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,BLUE,1,0,BLUE,T1,Taliyah,Pantheon,Varus,Ryze,Trundle,Azir,Jarvan IV,Xin Zhao,Wukong,Yunara,Orianna,Sivir,Rakan,Gwen,Ambessa,Sion,Rumble,Aurora,Bard,Neeko,oe:team:ce499dea30cfce118f4fe85da0227e8|oe:team:d723992568441c6bafa2658129eade7,2025_20250813_KT_Rolster_vs_T1_S6,[],0,False,83.0,55.0,0.6626506024096386,83.0,55.0,0.6626506024096386,5.0,0.6,10.0,0.8,36.0,0.7222222222222222,5.0,0.6,13.0,0.8461538461538461,85.0,41.0,0.4823529411764706,85.0,41.0,0.4823529411764706,5.0,0.0,10.0,0.0,41.0,0.5609756097560976,4.0,0.0,13.0,0.15384615384615385
LOLTMNT02_301624,2025,2025-08-13 08:55:40+00:00,LCK,2,Rounds 3-5,0,15.15,complete,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,BLUE,0,1,RED,T1,Aurora,Pantheon,Taliyah,Wukong,Poppy,Yunara,Rumble,Annie,Vi,Azir,Trundle,Gwen,Lucian,Xayah,Corki,Jhin,Rakan,Alistar,Rell,Blitzcrank,oe:team:ce499dea30cfce118f4fe85da0227e8|oe:team:d723992568441c6bafa2658129eade7,2025_20250813_KT_Rolster_vs_T1_S6,"[""Varus"", ""Ryze"", ""Jarvan IV"", ""Xin Zhao"", ""Orianna"", ""Sivir"", ""Ambessa"", ""Sion"", ""Bard"", ""Neeko""]",10,False,86.0,41.0,0.47674418604651164,86.0,41.0,0.47674418604651164,5.0,0.0,10.0,0.0,44.0,0.4090909090909091,5.0,0.0,14.0,0.14285714285714285,84.0,56.0,0.6666666666666666,84.0,56.0,0.6666666666666666,5.0,0.6,10.0,0.8,47.0,0.6170212765957447,6.0,0.6666666666666666,14.0,0.8571428571428571
LOLTMNT02_301649,2025,2025-08-13 10:08:55+00:00,LCK,1,Rounds 3-5,0,15.15,complete,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,BLUE,1,0,BLUE,BNK FEARX,Taliyah,Pantheon,Wukong,Galio,Varus,Azir,Gwen,Xin Zhao,Orianna,Yunara,Annie,Ambessa,Alistar,Poppy,Zeri,Lucian,Neeko,Rakan,Lulu,Nami,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf|oe:team:b3c72a20aa56f5d28022ac04a7dc294,2025_20250813_BNK_FEARX_vs_DN_SOOPers_S4,[],0,False,72.0,29.0,0.4027777777777778,72.0,29.0,0.4027777777777778,5.0,0.8,10.0,0.7,38.0,0.5,4.0,1.0,8.0,0.75,71.0,15.0,0.2112676056338028,71.0,15.0,0.2112676056338028,5.0,0.4,10.0,0.2,27.0,0.1111111111111111,5.0,0.4,8.0,0.25
LOLTMNT02_301669,2025,2025-08-13 11:06:30+00:00,LCK,2,Rounds 3-5,0,15.15,complete,,,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,BLUE,1,0,BLUE,DN SOOPers,Taliyah,Azir,Pantheon,Ryze,Varus,Yunara,Rumble,Nocturne,Trundle,Orianna,Aurora,Aatrox,Neeko,Poppy,Sivir,Rakan,Alistar,Bard,Rell,Kai'Sa,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf|oe:team:b3c72a20aa56f5d28022ac04a7dc294,2025_20250813_BNK_FEARX_vs_DN_SOOPers_S4,"[""Wukong"", ""Galio"", ""Gwen"", ""Xin Zhao"", ""Annie"", ""Ambessa"", ""Zeri"", ""Lucian"", ""Lulu"", ""Nami""]",10,False,72.0,15.0,0.20833333333333334,72.0,15.0,0.20833333333333334,5.0,0.2,10.0,0.2,44.0,0.2727272727272727,6.0,0.3333333333333333,9.0,0.2222222222222222,73.0,30.0,0.410958904109589,73.0,30.0,0.410958904109589,5.0,1.0,10.0,0.8,34.0,0.29411764705882354,5.0,1.0,9.0,0.7777777777777778
LOLTMNT02_301689,2025,2025-08-13 11:56:13+00:00,LCK,3,Rounds 3-5,0,15.15,complete,,,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,BLUE,1,0,BLUE,BNK FEARX,Varus,Yunara,Azir,Taliyah,Vi,Poppy,Sion,Trundle,Jarvan IV,Neeko,Alistar,Nautilus,Corki,Zed,Jhin,K'Sante,Cho'Gath,Ezreal,Lee Sin,Aphelios,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf|oe:team:b3c72a20aa56f5d28022ac04a7dc294,2025_20250813_BNK_FEARX_vs_DN_SOOPers_S4,"[""Wukong"", ""Galio"", ""Gwen"", ""Xin Zhao"", ""Annie"", ""Ambessa"", ""Zeri"", ""Lucian"", ""Lulu"", ""Nami"", ""Pantheon"", ""Ryze"", ""Rumble"", ""Nocturne"", ""Aurora"", ""Aatrox"", ""Sivir"", ""Rakan"", ""Rell"", ""Kai'Sa""]",20,False,74.0,30.0,0.40540540540540543,74.0,30.0,0.40540540540540543,5.0,0.8,10.0,0.7,39.0,0.5128205128205128,6.0,0.8333333333333334,10.0,0.7,73.0,16.0,0.2191780821917808,73.0,16.0,0.2191780821917808,5.0,0.4,10.0,0.3,28.0,0.10714285714285714,7.0,0.42857142857142855,10.0,0.3
LOLTMNT02_301984,2025,2025-08-14 08:07:37+00:00,LCK,1,Rounds 3-5,0,15.15,complete,,,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,BLUE,1,0,BLUE,Gen.G,Trundle,Yunara,Wukong,Xin Zhao,Taliyah,Azir,Neeko,Orianna,Pantheon,Varus,Annie,Jhin,Nautilus,Sivir,Gwen,Alistar,Aurora,Ezreal,Corki,Ambessa,oe:team:50f58982d91a36557ec8aec52ab014f|oe:team:5cd2cd09ec94296f605dd13a2924d6c,2025_20250814_Gen_G_vs_Nongshim_RedForce_S5,[],0,False,89.0,67.0,0.7528089887640449,89.0,67.0,0.7528089887640449,5.0,0.8,10.0,0.8,34.0,0.7941176470588235,5.0,0.8,11.0,0.8181818181818182,90.0,39.0,0.43333333333333335,90.0,39.0,0.43333333333333335,5.0,0.0,10.0,0.0,43.0,0.4418604651162791,4.0,0.0,11.0,0.18181818181818182
LOLTMNT02_301999,2025,2025-08-14 08:58:22+00:00,LCK,2,Rounds 3-5,0,15.15,complete,,,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,BLUE,0,1,RED,Gen.G,Trundle,Maokai,Azir,Pantheon,Varus,Taliyah,Skarner,Aurora,Yunara,Poppy,Sivir,Yorick,Rell,Renekton,Rumble,Rakan,Lucian,Sion,Nautilus,Kai'Sa,oe:team:50f58982d91a36557ec8aec52ab014f|oe:team:5cd2cd09ec94296f605dd13a2924d6c,2025_20250814_Gen_G_vs_Nongshim_RedForce_S5,"[""Wukong"", ""Xin Zhao"", ""Neeko"", ""Orianna"", ""Annie"", ""Jhin"", ""Gwen"", ""Alistar"", ""Corki"", ""Ambessa""]",10,False,91.0,39.0,0.42857142857142855,91.0,39.0,0.42857142857142855,5.0,0.0,10.0,0.0,47.0,0.425531914893617,5.0,0.0,12.0,0.16666666666666666,90.0,68.0,0.7555555555555555,90.0,68.0,0.7555555555555555,5.0,1.0,10.0,0.9,55.0,0.7272727272727273,6.0,0.8333333333333334,12.0,0.8333333333333334
LOLTMNT02_300855,2025,2025-08-14 10:09:25+00:00,LCK,1,Rounds 3-5,0,15.15,complete,,,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,Kiwoom DRX,oe:team:1d0389df0c5eea93b04122ba167c010,BLUE,1,0,BLUE,Dplus Kia,Varus,Yunara,Orianna,Gwen,Taliyah,Azir,Trundle,Xin Zhao,Wukong,Pantheon,Aurora,Sivir,Bard,Alistar,Neeko,Ryze,Annie,Lucian,Corki,Karma,oe:team:1d0389df0c5eea93b04122ba167c010|oe:team:ef69efa6acebe94107f0cf1ba716806,2025_20250814_Dplus_Kia_vs_Kiwoom_DRX_S4,[],0,False,92.0,49.0,0.532608695652174,92.0,49.0,0.532608695652174,5.0,0.6,10.0,0.7,45.0,0.6,4.0,0.5,9.0,0.6666666666666666,81.0,31.0,0.38271604938271603,81.0,31.0,0.38271604938271603,5.0,0.4,10.0,0.4,34.0,0.3235294117647059,6.0,0.3333333333333333,9.0,0.3333333333333333
LOLTMNT02_300868,2025,2025-08-14 11:14:41+00:00,LCK,2,Rounds 3-5,0,15.15,complete,,,Kiwoom DRX,oe:team:1d0389df0c5eea93b04122ba167c010,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,BLUE,0,1,RED,Dplus Kia,Ambessa,Azir,Pantheon,Annie,Vi,Yunara,Rumble,Wukong,Varus,Taliyah,Viktor,Ornn,Alistar,Kai'Sa,Miss Fortune,Jhin,Rakan,Braum,Nautilus,Rell,oe:team:1d0389df0c5eea93b04122ba167c010|oe:team:ef69efa6acebe94107f0cf1ba716806,2025_20250814_Dplus_Kia_vs_Kiwoom_DRX_S4,"[""Orianna"", ""Gwen"", ""Trundle"", ""Xin Zhao"", ""Aurora"", ""Sivir"", ""Neeko"", ""Ryze"", ""Corki"", ""Karma""]",10,False,82.0,31.0,0.3780487804878049,82.0,31.0,0.3780487804878049,5.0,0.2,10.0,0.4,47.0,0.425531914893617,7.0,0.2857142857142857,10.0,0.3,93.0,50.0,0.5376344086021505,93.0,50.0,0.5376344086021505,5.0,0.6,10.0,0.7,47.0,0.46808510638297873,5.0,0.6,10.0,0.7
LOLTMNT02_302238,2025,2025-08-15 08:06:45+00:00,LCK,1,Rounds 3-5,0,15.15,complete,,,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,BLUE,1,0,BLUE,HANJIN BRION,Neeko,Pantheon,Yunara,Varus,Orianna,Wukong,Maokai,Azir,Vi,Poppy,Yone,Trundle,Rumble,Gwen,Nautilus,Rell,Alistar,Ambessa,Renekton,Sion,oe:team:b3c72a20aa56f5d28022ac04a7dc294|oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,2025_20250815_DN_SOOPers_vs_HANJIN_BRION_S4,[],0,False,76.0,29.0,0.3815789473684211,76.0,29.0,0.3815789473684211,5.0,0.4,10.0,0.5,41.0,0.4634146341463415,5.0,0.4,8.0,0.75,74.0,16.0,0.21621621621621623,74.0,16.0,0.21621621621621623,5.0,0.2,10.0,0.3,29.0,0.10344827586206896,8.0,0.375,8.0,0.25
